일시,일 미세먼지 농도(㎍/㎥)
2018-08-13,21.666666666666668
2018-08-14,21.24
2018-08-15,21.90909090909091
2018-08-16,15.142857142857142
2018-08-17,14.19047619047619
2018-08-18,16.714285714285715
2018-08-19,19.4
2018-08-20,25.26923076923077
2018-08-21,22.391304347826086
2018-08-22,20.48
2018-08-23,13.047619047619047
2018-08-24,14.0625
2018-08-25,20.25925925925926
2018-08-26,15.142857142857142
2018-08-27,14.055555555555555
2018-08-28,13.45
2018-08-29,16.15
2018-08-30,15.727272727272727
2018-08-31,16.0
2018-09-01,17.48
2018-09-02,13.652173913043478
2018-09-03,14.52
2018-09-04,14.958333333333334
2018-09-05,19.72
2018-09-06,24.0
2018-09-07,22.76
2018-09-08,18.62962962962963
2018-09-09,18.0
2018-09-10,15.090909090909092
2018-09-11,14.842105263157896
2018-09-12,16.26086956521739
2018-09-13,17.96
2018-09-14,14.434782608695652
2018-09-15,14.166666666666666
2018-09-16,23.074074074074073
2018-09-17,25.72
2018-09-18,27.46153846153846
2018-09-19,28.76
2018-09-20,15.136363636363637
2018-09-21,10.842105263157896
2018-09-22,27.32
2018-09-23,27.346153846153847
2018-09-24,17.384615384615383
2018-09-25,14.416666666666666
2018-09-26,12.608695652173912
2018-09-27,11.8
2018-09-28,14.944444444444445
2018-09-29,14.962962962962964
2018-09-30,18.44
2018-10-01,16.192307692307693
2018-10-02,20.5
2018-10-03,20.62962962962963
2018-10-04,19.703703703703702
2018-10-05,10.785714285714286
2018-10-06,22.5
2018-10-07,23.74074074074074
2018-10-08,19.666666666666668
2018-10-09,21.275862068965516
2018-10-10,18.14814814814815
2018-10-11,15.23076923076923
2018-10-12,18.76
2018-10-13,21.22222222222222
2018-10-14,22.77777777777778
2018-10-15,40.44827586206897
2018-10-16,38.06896551724138
2018-10-17,26.26923076923077
2018-10-18,18.0
2018-10-19,17.318181818181817
2018-10-20,24.464285714285715
2018-10-21,27.11111111111111
2018-10-22,29.178571428571427
2018-10-23,30.0
2018-10-24,35.107142857142854
2018-10-25,32.44827586206897
2018-10-26,27.96551724137931
2018-10-27,23.448275862068964
2018-10-28,20.91304347826087
2018-10-29,17.22222222222222
2018-10-30,17.607142857142858
2018-10-31,18.071428571428573
2018-11-01,21.962962962962962
2018-11-02,28.296296296296298
2018-11-03,29.689655172413794
2018-11-04,28.93103448275862
2018-11-05,35.96551724137931
2018-11-06,48.06896551724138
2018-11-07,41.46153846153846
2018-11-08,16.84
2018-11-09,29.857142857142858
2018-11-10,45.0
2018-11-11,38.03448275862069
2018-11-12,24.392857142857142
2018-11-13,24.0
2018-11-14,24.23076923076923
2018-11-15,29.56
2018-11-16,33.464285714285715
2018-11-17,25.074074074074073
2018-11-18,25.928571428571427
2018-11-19,38.58620689655172
2018-11-20,39.172413793103445
2018-11-21,34.17857142857143
2018-11-22,19.964285714285715
2018-11-23,21.857142857142858
2018-11-24,28.384615384615383
2018-11-25,33.44827586206897
2018-11-26,38.06896551724138
2018-11-27,68.03448275862068
2018-11-28,101.75862068965517
2018-11-29,86.03448275862068
2018-11-30,69.62068965517241
2018-12-01,49.55172413793103
2018-12-02,47.37931034482759
2018-12-03,33.758620689655174
2018-12-04,32.42307692307692
2018-12-05,25.51851851851852
2018-12-06,26.44
2018-12-07,19.814814814814813
2018-12-08,18.25
2018-12-09,18.413793103448278
2018-12-10,23.653846153846153
2018-12-11,26.73076923076923
2018-12-12,29.51851851851852
2018-12-13,29.285714285714285
2018-12-14,23.814814814814813
2018-12-15,30.925925925925927
2018-12-16,31.14814814814815
2018-12-17,49.13793103448276
2018-12-18,33.32142857142857
2018-12-19,53.75
2018-12-20,53.758620689655174
2018-12-21,55.464285714285715
2018-12-22,53.241379310344826
2018-12-23,38.06896551724138
2018-12-24,19.724137931034484
2018-12-25,25.93103448275862
2018-12-26,34.3448275862069
2018-12-27,19.517241379310345
2018-12-28,24.714285714285715
2018-12-29,26.17241379310345
2018-12-30,22.571428571428573
2018-12-31,28.77777777777778
2019-01-01,26.214285714285715
2019-01-02,24.074074074074073
2019-01-03,24.928571428571427
2019-01-04,38.535714285714285
2019-01-05,47.3448275862069
2019-01-06,30.413793103448278
2019-01-07,38.48275862068966
2019-01-08,36.758620689655174
2019-01-09,32.925925925925924
2019-01-10,32.03448275862069
2019-01-11,54.172413793103445
2019-01-12,55.57142857142857
2019-01-13,70.41379310344827
2019-01-14,99.13793103448276
2019-01-15,87.75862068965517
2019-01-16,34.275862068965516
2019-01-17,32.310344827586206
2019-01-18,44.107142857142854
2019-01-19,57.10344827586207
2019-01-20,39.62068965517241
2019-01-21,29.275862068965516
2019-01-22,52.06896551724138
2019-01-23,58.82142857142857
2019-01-24,29.137931034482758
2019-01-25,32.892857142857146
2019-01-26,33.0
2019-01-27,27.17241379310345
2019-01-28,57.724137931034484
2019-01-29,56.172413793103445
2019-01-30,46.96551724137931
2019-01-31,45.666666666666664
2019-02-01,30.821428571428573
2019-02-02,46.37931034482759
2019-02-03,34.148148148148145
2019-02-04,67.65517241379311
2019-02-05,83.58620689655173
2019-02-06,69.27586206896552
2019-02-07,42.82142857142857
2019-02-08,22.586206896551722
2019-02-09,26.379310344827587
2019-02-10,28.586206896551722
2019-02-11,27.413793103448278
2019-02-12,46.0
2019-02-13,43.689655172413794
2019-02-14,32.370370370370374
2019-02-15,33.44827586206897
2019-02-16,43.275862068965516
2019-02-17,31.5
2019-02-18,28.586206896551722
2019-02-19,23.615384615384617
2019-02-20,41.86206896551724
2019-02-21,55.82142857142857
2019-02-22,52.275862068965516
2019-02-23,47.964285714285715
2019-02-24,44.206896551724135
2019-02-25,50.93103448275862
2019-02-26,43.392857142857146
2019-02-27,43.206896551724135
2019-02-28,76.0
2019-03-01,91.60714285714286
2019-03-02,77.62962962962963
2019-03-03,69.96153846153847
2019-03-04,88.88
2019-03-05,123.44
2019-03-06,94.33333333333333
2019-03-07,49.89655172413793
2019-03-08,36.107142857142854
2019-03-09,33.22222222222222
2019-03-10,30.310344827586206
2019-03-11,37.793103448275865
2019-03-12,50.93103448275862
2019-03-13,31.482758620689655
2019-03-14,31.571428571428573
2019-03-15,31.814814814814813
2019-03-16,27.77777777777778
2019-03-17,28.107142857142858
2019-03-18,28.666666666666668
2019-03-19,40.714285714285715
2019-03-20,55.03846153846154
2019-03-21,25.214285714285715
2019-03-22,35.10344827586207
2019-03-23,22.321428571428573
2019-03-24,23.24137931034483
2019-03-25,37.44827586206897
2019-03-26,44.37931034482759
2019-03-27,53.13793103448276
2019-03-28,44.892857142857146
2019-03-29,32.89655172413793
2019-03-30,27.06896551724138
2019-03-31,30.428571428571427
2019-04-01,22.517241379310345
2019-04-02,24.379310344827587
2019-04-03,28.517241379310345
2019-04-04,32.827586206896555
2019-04-05,74.28571428571429
2019-04-06,57.214285714285715
2019-04-07,43.42307692307692
2019-04-08,34.0
2019-04-09,22.333333333333332
2019-04-10,11.555555555555555
2019-04-11,19.88888888888889
2019-04-12,30.785714285714285
2019-04-13,32.48275862068966
2019-04-14,29.896551724137932
2019-04-15,46.32142857142857
2019-04-16,37.714285714285715
2019-04-17,34.15384615384615
2019-04-18,28.0
2019-04-19,32.32142857142857
2019-04-20,33.241379310344826
2019-04-21,31.17241379310345
2019-04-22,48.724137931034484
2019-04-23,40.035714285714285
2019-04-24,26.296296296296298
2019-04-25,39.370370370370374
2019-04-26,14.142857142857142
2019-04-27,15.25
2019-04-28,18.423076923076923
2019-04-29,17.96
2019-04-30,22.392857142857142
2019-05-01,48.925925925925924
2019-05-02,56.62068965517241
2019-05-03,44.827586206896555
2019-05-04,55.07142857142857
2019-05-05,48.92857142857143
2019-05-06,35.535714285714285
2019-05-07,35.55555555555556
2019-05-08,37.607142857142854
2019-05-09,37.25
2019-05-10,38.464285714285715
2019-05-11,39.607142857142854
2019-05-12,36.10344827586207
2019-05-13,38.392857142857146
2019-05-14,38.111111111111114
2019-05-15,41.18518518518518
2019-05-16,42.51851851851852
2019-05-17,35.785714285714285
2019-05-18,20.26923076923077
2019-05-19,15.08
2019-05-20,28.76
2019-05-21,36.964285714285715
2019-05-22,43.86206896551724
2019-05-23,51.464285714285715
2019-05-24,61.172413793103445
2019-05-25,48.62068965517241
2019-05-26,33.75
2019-05-27,19.181818181818183
2019-05-28,18.96
2019-05-29,33.964285714285715
2019-05-30,33.758620689655174
2019-05-31,20.333333333333332
2019-06-01,26.321428571428573
2019-06-02,28.5
2019-06-03,34.888888888888886
2019-06-04,35.77777777777778
2019-06-05,33.0
2019-06-06,39.88461538461539
2019-06-07,15.631578947368421
2019-06-08,21.833333333333332
2019-06-09,22.26923076923077
2019-06-10,14.947368421052632
2019-06-11,15.1
2019-06-12,22.166666666666668
2019-06-13,23.04
2019-06-14,25.346153846153847
2019-06-15,24.2
2019-06-16,20.523809523809526
2019-06-17,21.185185185185187
2019-06-18,24.62962962962963
2019-06-19,27.22222222222222
2019-06-20,26.615384615384617
2019-06-21,25.23076923076923
2019-06-22,18.44
2019-06-23,16.904761904761905
2019-06-24,18.26086956521739
2019-06-25,23.22222222222222
2019-06-26,24.291666666666668
2019-06-27,19.347826086956523
2019-06-28,23.44
2019-06-29,20.083333333333332
2019-06-30,22.185185185185187
2019-07-01,26.8
2019-07-02,23.75
2019-07-03,25.48148148148148
2019-07-04,27.11111111111111
2019-07-05,29.59259259259259
2019-07-06,28.25
2019-07-07,19.692307692307693
2019-07-08,15.4
2019-07-09,14.652173913043478
2019-07-10,12.45
2019-07-11,10.235294117647058
2019-07-12,14.92
2019-07-13,23.692307692307693
2019-07-14,27.392857142857142
2019-07-15,26.96
2019-07-16,22.52
2019-07-17,26.035714285714285
2019-07-18,27.88888888888889
2019-07-19,20.12
2019-07-20,11.944444444444445
2019-07-21,17.863636363636363
2019-07-22,27.535714285714285
2019-07-23,20.84
2019-07-24,18.571428571428573
2019-07-25,19.73076923076923
2019-07-26,18.842105263157894
2019-07-27,21.35
2019-07-28,15.55
2019-07-29,15.75
2019-07-30,16.083333333333332
2019-07-31,13.666666666666666
2019-08-01,14.045454545454545
2019-08-02,16.875
2019-08-03,21.625
2019-08-04,28.03846153846154
2019-08-05,33.333333333333336
2019-08-06,28.875
2019-08-07,27.08
2019-08-08,27.625
2019-08-09,20.91304347826087
2019-08-10,23.192307692307693
2019-08-11,19.076923076923077
2019-08-12,20.5
2019-08-13,21.04
2019-08-14,19.25
2019-08-15,12.45
2019-08-16,18.5
2019-08-17,28.0
2019-08-18,25.333333333333332
2019-08-19,25.576923076923077
2019-08-20,28.357142857142858
2019-08-21,27.25925925925926
2019-08-22,26.03846153846154
2019-08-23,28.321428571428573
2019-08-24,23.896551724137932
2019-08-25,19.458333333333332
2019-08-26,21.137931034482758
2019-08-27,18.76923076923077
2019-08-28,19.08
2019-08-29,23.846153846153847
2019-08-30,19.333333333333332
2019-08-31,16.6
2019-09-01,20.12
2019-09-02,19.84
2019-09-03,16.32
2019-09-04,11.958333333333334
2019-09-05,16.0
2019-09-06,17.153846153846153
2019-09-07,19.05
2019-09-08,23.458333333333332
2019-09-09,24.0
2019-09-10,22.26923076923077
2019-09-11,19.391304347826086
2019-09-12,12.73913043478261
2019-09-13,14.478260869565217
2019-09-14,15.217391304347826
2019-09-15,15.666666666666666
2019-09-16,16.875
2019-09-17,19.52173913043478
2019-09-18,24.6
2019-09-19,23.36
2019-09-20,20.0
2019-09-21,13.80952380952381
2019-09-22,14.444444444444445
2019-09-23,13.473684210526315
2019-09-24,20.40909090909091
2019-09-25,23.681818181818183
2019-09-26,23.52173913043478
2019-09-27,24.583333333333332
2019-09-28,24.77777777777778
2019-09-29,30.24137931034483
2019-09-30,36.888888888888886
2019-10-01,33.0
2019-10-02,18.95
2019-10-03,22.0
2019-10-04,30.583333333333332
2019-10-05,27.09090909090909
2019-10-06,14.863636363636363
2019-10-07,11.714285714285714
2019-10-10,21.96153846153846
2019-10-11,28.74074074074074
2019-10-12,25.77777777777778
2019-10-13,20.541666666666668
2019-10-14,26.03846153846154
2019-10-15,20.681818181818183
2019-10-16,23.083333333333332
2019-10-17,24.96153846153846
2019-10-18,17.782608695652176
2019-10-19,20.09090909090909
2019-10-20,28.727272727272727
2019-10-21,30.68
2019-10-22,26.08695652173913
2019-10-23,24.192307692307693
2019-10-24,24.464285714285715
2019-10-25,21.615384615384617
2019-10-26,20.115384615384617
2019-10-27,20.0
2019-10-28,28.576923076923077
2019-10-29,68.0
2019-10-30,26.51851851851852
2019-10-31,62.111111111111114
2019-11-01,85.0
2019-11-02,57.10344827586207
2019-11-03,45.15384615384615
2019-11-04,22.115384615384617
2019-11-05,29.20689655172414
2019-11-06,33.93103448275862
2019-11-07,33.89655172413793
2019-11-08,32.57692307692308
2019-11-09,32.51724137931034
2019-11-10,30.821428571428573
2019-11-11,25.107142857142858
2019-11-12,28.51851851851852
2019-11-13,27.285714285714285
2019-11-14,19.928571428571427
2019-11-15,29.814814814814813
2019-11-16,32.827586206896555
2019-11-17,29.296296296296298
2019-11-18,62.392857142857146
2019-11-19,25.785714285714285
2019-11-20,19.928571428571427
2019-11-21,28.857142857142858
2019-11-22,31.714285714285715
2019-11-23,24.96551724137931
2019-11-24,25.892857142857142
2019-11-25,20.041666666666668
2019-11-26,21.0
2019-11-27,25.517241379310345
2019-11-28,28.0
2019-11-29,22.115384615384617
2019-11-30,27.11111111111111
2019-12-01,26.75
2019-12-02,18.413793103448278
2019-12-03,19.551724137931036
2019-12-04,24.892857142857142
2019-12-05,19.0
2019-12-06,20.48148148148148
2019-12-07,29.620689655172413
2019-12-08,33.44827586206897
2019-12-09,42.629629629629626
2019-12-10,64.74074074074075
2019-12-11,52.17857142857143
2019-12-12,16.464285714285715
2019-12-13,22.464285714285715
2019-12-14,29.655172413793103
2019-12-15,27.428571428571427
2019-12-16,27.551724137931036
2019-12-17,24.79310344827586
2019-12-18,26.25
2019-12-19,20.103448275862068
2019-12-20,23.5
2019-12-21,29.482758620689655
2019-12-22,40.48275862068966
2019-12-23,37.03448275862069
2019-12-24,38.785714285714285
2019-12-25,34.22222222222222
2019-12-26,32.58620689655172
2019-12-27,22.655172413793103
2019-12-28,32.86206896551724
2019-12-29,34.172413793103445
2019-12-30,24.296296296296298
2019-12-31,19.75862068965517
