일시,평균 상대습도(%)
2018-07-05,89.16914893617023
2018-07-06,82.7989361702128
2018-07-07,72.20425531914897
2018-07-08,74.9463157894737
2018-07-09,91.12842105263158
2018-07-10,86.15744680851068
2018-07-11,84.52315789473687
2018-07-12,81.6105263157895
2018-07-13,78.8905263157895
2018-07-14,77.2621052631579
2018-07-15,75.70105263157896
2018-07-16,74.25638297872342
2018-07-17,74.26421052631585
2018-07-18,75.28631578947373
2018-07-19,74.12526315789478
2018-07-20,72.76421052631581
2018-07-21,71.81894736842108
2018-07-22,70.9863157894737
2018-07-23,72.01894736842107
2018-07-24,74.30638297872342
2018-07-25,74.97789473684212
2018-07-26,74.4021052631579
2018-07-27,75.83578947368426
2018-07-28,79.43157894736844
2018-07-29,69.83578947368424
2018-07-30,70.21263157894741
2018-07-31,69.19789473684213
2018-08-01,67.9747368421053
2018-08-02,68.42842105263162
2018-08-03,70.7726315789474
2018-08-04,71.94210526315796
2018-08-05,71.90631578947375
2018-08-06,77.67263157894739
2018-08-07,77.96000000000004
2018-08-08,76.75157894736844
2018-08-09,79.48842105263167
2018-08-10,83.11368421052634
2018-08-11,77.98000000000008
2018-08-12,77.82872340425531
2018-08-13,75.36736842105266
2018-08-14,71.58421052631586
2018-08-15,73.53473684210532
2018-08-16,74.96526315789477
2018-08-17,60.74947368421057
2018-08-18,64.98736842105268
2018-08-19,69.67157894736845
2018-08-20,71.62315789473689
2018-08-21,72.73085106382983
2018-08-22,69.3378947368421
2018-08-23,80.12315789473686
2018-08-24,85.50736842105265
2018-08-25,81.39787234042552
2018-08-26,90.1531914893617
2018-08-27,93.97263157894733
2018-08-28,89.45473684210535
2018-08-29,84.08421052631581
2018-08-30,86.44526315789477
2018-08-31,88.14787234042556
2018-09-01,79.53043478260874
2018-09-02,79.22127659574471
2018-09-03,90.48172043010754
2018-09-04,77.68723404255321
2018-09-05,68.06489361702128
2018-09-06,78.17096774193551
2018-09-07,77.6021276595745
2018-09-08,71.93052631578948
2018-09-09,70.22315789473689
2018-09-10,68.06315789473685
2018-09-11,68.0968421052632
2018-09-12,74.58404255319151
2018-09-13,86.38315789473685
2018-09-14,89.16421052631583
2018-09-15,91.50210526315792
2018-09-16,85.2863157894737
2018-09-17,77.72842105263163
2018-09-18,74.18421052631582
2018-09-19,79.48315789473689
2018-09-20,91.44421052631584
2018-09-21,93.60315789473681
2018-09-22,75.50947368421055
2018-09-23,73.4705263157895
2018-09-24,69.01170212765959
2018-09-25,68.58297872340428
2018-09-26,69.44468085106386
2018-09-27,69.02526315789478
2018-09-28,75.62526315789476
2018-09-29,77.97789473684215
2018-09-30,64.52526315789476
2018-10-01,62.63473684210529
2018-10-02,71.74315789473687
2018-10-03,72.83473684210529
2018-10-04,72.42105263157895
2018-10-05,93.20421052631586
2018-10-06,87.4431578947369
2018-10-07,72.36210526315793
2018-10-08,63.81052631578951
2018-10-09,73.66315789473687
2018-10-10,65.43263157894744
2018-10-11,58.88315789473687
2018-10-12,68.03789473684212
2018-10-13,73.01263157894742
2018-10-14,73.16105263157895
2018-10-15,73.7726315789474
2018-10-16,78.92127659574473
2018-10-17,73.94947368421056
2018-10-18,72.63157894736845
2018-10-19,70.06382978723404
2018-10-20,70.43473684210531
2018-10-21,69.71157894736845
2018-10-22,73.5926315789474
2018-10-23,79.25789473684215
2018-10-24,71.80105263157895
2018-10-25,71.65263157894739
2018-10-26,83.34210526315792
2018-10-27,57.98421052631578
2018-10-28,70.72105263157901
2018-10-29,69.73789473684212
2018-10-30,62.421052631578995
2018-10-31,67.0084210526316
2018-11-01,67.53684210526319
2018-11-02,67.561052631579
2018-11-03,67.67894736842108
2018-11-04,67.47578947368423
2018-11-05,73.35368421052638
2018-11-06,78.48191489361706
2018-11-07,88.11382978723402
2018-11-08,92.74408602150541
2018-11-09,71.11999999999999
2018-11-10,75.42631578947369
2018-11-11,81.29052631578946
2018-11-12,73.45368421052635
2018-11-13,74.39789473684215
2018-11-14,76.28947368421053
2018-11-15,76.21489361702132
2018-11-16,79.87978723404257
2018-11-17,65.89052631578951
2018-11-18,59.422105263157945
2018-11-19,62.5305263157895
2018-11-20,54.68297872340429
2018-11-21,64.85368421052634
2018-11-22,50.757894736842125
2018-11-23,52.03894736842105
2018-11-24,78.70631578947375
2018-11-25,82.56702127659578
2018-11-26,78.69473684210526
2018-11-27,75.91578947368426
2018-11-28,55.450000000000024
2018-11-29,55.47340425531918
2018-11-30,60.01578947368424
2018-12-01,62.63473684210528
2018-12-02,72.8178947368421
2018-12-03,93.05263157894737
2018-12-04,79.10526315789477
2018-12-05,55.97684210526316
2018-12-06,73.70210526315793
2018-12-07,46.06947368421053
2018-12-08,49.00315789473688
2018-12-09,44.25684210526318
2018-12-10,48.40315789473685
2018-12-11,79.29473684210527
2018-12-12,61.36000000000001
2018-12-13,62.1547368421053
2018-12-14,57.75684210526319
2018-12-15,56.01789473684213
2018-12-16,74.27578947368424
2018-12-17,62.27684210526317
2018-12-18,63.36842105263159
2018-12-19,65.88947368421054
2018-12-20,70.03789473684213
2018-12-21,72.03157894736844
2018-12-22,72.12000000000005
2018-12-23,54.78315789473684
2018-12-24,50.291578947368436
2018-12-25,58.61789473684213
2018-12-26,46.790526315789485
2018-12-27,34.0526315789474
2018-12-28,48.178947368421085
2018-12-29,45.71578947368423
2018-12-30,50.45789473684212
2018-12-31,49.53789473684212
2019-01-01,58.01263157894742
2019-01-02,54.32842105263158
2019-01-03,50.3442105263158
2019-01-04,54.27021276595748
2019-01-05,51.62553191489363
2019-01-06,48.58526315789477
2019-01-07,54.42947368421053
2019-01-08,48.37894736842106
2019-01-09,42.834736842105286
2019-01-10,52.305263157894736
2019-01-11,64.16631578947374
2019-01-12,78.36105263157896
2019-01-13,72.88829787234049
2019-01-14,70.86105263157897
2019-01-15,61.54736842105269
2019-01-16,48.88631578947372
2019-01-17,55.836842105263166
2019-01-18,57.01578947368424
2019-01-19,64.01914893617024
2019-01-20,50.943157894736835
2019-01-21,54.3157894736842
2019-01-22,59.37446808510642
2019-01-23,55.07553191489366
2019-01-24,45.36063829787236
2019-01-25,47.39157894736844
2019-01-26,42.20315789473686
2019-01-27,52.489473684210566
2019-01-28,49.58105263157896
2019-01-29,50.31263157894742
2019-01-30,49.411578947368426
2019-01-31,65.73368421052638
2019-02-01,57.091578947368454
2019-02-02,64.43191489361702
2019-02-03,89.30210526315788
2019-02-04,43.01789473684213
2019-02-05,50.763157894736864
2019-02-06,61.657894736842124
2019-02-07,55.456842105263185
2019-02-08,41.84
2019-02-09,40.59684210526318
2019-02-10,44.85789473684214
2019-02-11,43.778947368421065
2019-02-12,50.784210526315796
2019-02-13,43.23578947368423
2019-02-14,51.40000000000003
2019-02-15,64.4368421052632
2019-02-16,58.050526315789504
2019-02-17,50.27894736842109
2019-02-18,50.564210526315804
2019-02-19,89.62210526315793
2019-02-20,69.46021505376345
2019-02-21,68.63052631578947
2019-02-22,67.24526315789473
2019-02-23,63.63894736842108
2019-02-24,61.628421052631595
2019-02-25,59.52
2019-02-26,54.5484210526316
2019-02-27,66.42526315789475
2019-02-28,64.56063829787233
2019-03-01,58.89368421052631
2019-03-02,58.52947368421056
2019-03-03,57.212631578947416
2019-03-04,59.697894736842144
2019-03-05,63.14526315789479
2019-03-06,66.20105263157896
2019-03-07,66.4905263157895
2019-03-08,59.19263157894737
2019-03-09,52.871578947368455
2019-03-10,70.85744680851067
2019-03-11,75.20638297872343
2019-03-12,64.87872340425534
2019-03-13,41.25531914893619
2019-03-14,48.805376344086035
2019-03-15,69.32978723404257
2019-03-16,65.8073684210527
2019-03-17,58.31368421052634
2019-03-18,54.262765957446845
2019-03-19,55.99893617021277
2019-03-20,75.15319148936173
2019-03-21,75.14891304347826
2019-03-22,53.89574468085111
2019-03-23,54.253684210526366
2019-03-24,52.18736842105266
2019-03-25,59.871578947368434
2019-03-26,55.754736842105316
2019-03-27,58.33723404255323
2019-03-28,65.01276595744683
2019-03-29,56.63617021276599
2019-03-30,67.79787234042557
2019-03-31,49.0265957446809
2019-04-01,45.936170212765965
2019-04-02,45.59468085106384
2019-04-03,42.998947368421064
2019-04-04,40.976842105263195
2019-04-05,48.03052631578951
2019-04-06,46.5947368421053
2019-04-07,64.98000000000002
2019-04-08,48.6842105263158
2019-04-09,62.0484210526316
2019-04-10,83.6473684210527
2019-04-11,72.33578947368423
2019-04-12,58.98105263157896
2019-04-13,50.41157894736846
2019-04-14,61.36315789473689
2019-04-15,46.58210526315793
2019-04-16,41.55052631578949
2019-04-17,50.27234042553194
2019-04-18,65.77789473684213
2019-04-19,71.74631578947371
2019-04-20,67.3326315789474
2019-04-21,71.67578947368423
2019-04-22,67.40315789473686
2019-04-23,75.6978947368421
2019-04-24,87.53368421052636
2019-04-25,84.08631578947372
2019-04-26,85.62947368421055
2019-04-27,65.71368421052631
2019-04-28,68.18421052631582
2019-04-29,85.58210526315794
2019-04-30,80.62105263157898
2019-05-01,69.55
2019-05-02,52.85789473684211
2019-05-03,51.69684210526319
2019-05-04,55.84210526315793
2019-05-05,49.56736842105265
2019-05-06,50.776842105263185
2019-05-07,48.08829787234044
2019-05-08,42.995789473684226
2019-05-09,41.815957446808525
2019-05-10,47.455789473684234
2019-05-11,51.38631578947372
2019-05-12,55.17368421052633
2019-05-13,63.492553191489385
2019-05-14,67.32315789473687
2019-05-15,64.95894736842106
2019-05-16,61.736842105263186
2019-05-17,63.65789473684213
2019-05-18,80.04787234042553
2019-05-19,86.31578947368425
2019-05-20,64.29894736842107
2019-05-21,51.44631578947369
2019-05-22,50.80736842105265
2019-05-23,54.99894736842107
2019-05-24,56.789361702127664
2019-05-25,55.19368421052633
2019-05-26,54.76210526315792
2019-05-27,86.2231578947369
2019-05-28,56.33157894736845
2019-05-29,52.50105263157894
2019-05-30,49.89473684210528
2019-05-31,64.50315789473686
2019-06-01,64.71684210526323
2019-06-02,58.734375000000036
2019-06-03,57.879166666666684
2019-06-04,62.89895833333338
2019-06-05,68.51145833333338
2019-06-06,80.95520833333335
2019-06-07,89.76250000000003
2019-06-08,77.5947916666667
2019-06-09,76.07083333333335
2019-06-10,76.57187500000002
2019-06-11,73.52000000000004
2019-06-12,73.23510638297876
2019-06-13,70.27234042553195
2019-06-14,79.04270833333338
2019-06-15,75.87708333333335
2019-06-16,74.41458333333333
2019-06-17,72.39791666666672
2019-06-18,78.32604166666665
2019-06-19,77.91473684210531
2019-06-20,73.01770833333339
2019-06-21,74.22395833333339
2019-06-22,71.68750000000006
2019-06-23,69.30729166666667
2019-06-24,70.95104166666671
2019-06-25,68.87500000000004
2019-06-26,85.82315789473688
2019-06-27,86.53645833333336
2019-06-28,81.62916666666672
2019-06-29,91.7645833333333
2019-06-30,82.37187500000003
2019-07-01,80.74583333333335
2019-07-02,74.30520833333334
2019-07-03,77.80624999999999
2019-07-04,71.03125
2019-07-05,68.69157894736846
2019-07-06,65.62000000000002
2019-07-07,67.52631578947367
2019-07-08,71.42736842105266
2019-07-09,71.13541666666673
2019-07-10,84.9447916666667
2019-07-11,86.33750000000005
2019-07-12,78.74062500000002
2019-07-13,81.7875
2019-07-14,81.07708333333336
2019-07-15,85.2447916666667
2019-07-16,82.24687500000002
2019-07-17,80.45000000000006
2019-07-18,85.31157894736843
2019-07-19,86.19479166666667
2019-07-20,89.50937500000005
2019-07-21,90.73645833333335
2019-07-22,82.03854166666669
2019-07-23,80.03229166666668
2019-07-24,85.43750000000001
2019-07-25,91.15263157894739
2019-07-26,90.57604166666668
2019-07-27,89.50105263157893
2019-07-28,87.80315789473686
2019-07-29,80.42947368421059
2019-07-30,79.61263157894737
2019-07-31,79.7510638297873
2019-08-01,79.23958333333336
2019-08-02,77.06210526315793
2019-08-03,79.17812500000004
2019-08-04,77.8729166666667
2019-08-05,76.69687500000005
2019-08-06,77.02765957446809
2019-08-07,83.53684210526319
2019-08-08,81.5715789473685
2019-08-09,78.51789473684217
2019-08-10,74.57368421052634
2019-08-11,73.61052631578951
2019-08-12,84.4505263157895
2019-08-13,78.87234042553196
2019-08-14,77.51473684210528
2019-08-15,87.2842105263158
2019-08-16,80.4726315789474
2019-08-17,76.84315789473686
2019-08-18,74.31473684210532
2019-08-19,77.23157894736846
2019-08-20,75.77894736842109
2019-08-21,83.4842105263158
2019-08-22,83.68172043010756
2019-08-23,75.27021276595745
2019-08-24,78.2829787234043
2019-08-25,79.46382978723402
2019-08-26,77.46947368421053
2019-08-27,90.44736842105267
2019-08-28,86.53578947368419
2019-08-29,87.51789473684215
2019-08-30,73.84526315789476
2019-08-31,74.94210526315791
2019-09-01,82.69684210526316
2019-09-02,86.83368421052633
2019-09-03,91.72526315789476
2019-09-04,93.01368421052635
2019-09-05,90.90210526315792
2019-09-06,86.88936170212767
2019-09-07,82.5638297872341
2019-09-08,86.28631578947368
2019-09-09,88.50105263157899
2019-09-10,84.46947368421056
2019-09-11,85.80526315789476
2019-09-12,81.86210526315793
2019-09-13,75.68723404255326
2019-09-14,81.32234042553196
2019-09-15,80.4147368421053
2019-09-16,74.54842105263164
2019-09-17,69.47052631578953
2019-09-18,66.07789473684213
2019-09-19,69.05053763440861
2019-09-20,72.4926315789474
2019-09-21,88.1368421052632
2019-09-22,86.43894736842105
2019-09-23,77.34193548387098
2019-09-24,77.69354838709678
2019-09-25,79.66808510638299
2019-09-26,79.48947368421057
2019-09-27,80.95806451612904
2019-09-28,85.89157894736843
2019-09-29,81.75473684210529
2019-09-30,82.94787234042556
2019-10-01,90.18602150537636
2019-10-02,94.54946236559142
2019-10-03,83.78404255319153
2019-10-04,84.23617021276598
2019-10-05,81.2894736842106
2019-10-06,71.6105263157895
2019-10-07,89.52105263157897
2019-10-08,68.75638297872341
2019-10-09,65.32210526315792
2019-10-10,73.35157894736844
2019-10-11,69.73684210526318
2019-10-12,62.694736842105264
2019-10-13,67.88315789473688
2019-10-14,74.21894736842111
2019-10-15,74.39052631578949
2019-10-16,76.61578947368427
2019-10-17,77.07872340425537
2019-10-18,82.16382978723406
2019-10-19,80.14631578947373
2019-10-20,80.25368421052634
2019-10-21,76.6684210526316
2019-10-22,76.01263157894738
2019-10-23,77.01578947368424
2019-10-24,71.12315789473686
2019-10-25,72.40526315789477
2019-10-26,63.98631578947369
2019-10-27,66.58842105263159
2019-10-28,70.86000000000004
2019-10-29,66.91263157894737
2019-10-30,67.87263157894738
2019-10-31,72.90000000000005
2019-11-01,72.72315789473687
2019-11-02,78.29052631578952
2019-11-03,76.18510638297874
2019-11-04,75.91368421052634
2019-11-05,75.78617021276597
2019-11-06,71.4860215053764
2019-11-07,65.268085106383
2019-11-08,59.87684210526316
2019-11-09,61.327368421052626
2019-11-10,72.72021276595744
2019-11-11,72.5212765957447
2019-11-12,74.43473684210531
2019-11-13,74.96421052631584
2019-11-14,45.190526315789505
2019-11-15,70.28526315789478
2019-11-16,80.11473684210527
2019-11-17,87.06315789473688
2019-11-18,65.13368421052634
2019-11-19,57.036842105263204
2019-11-20,55.08210526315793
2019-11-21,56.90000000000005
2019-11-22,66.49789473684214
2019-11-23,76.27578947368423
2019-11-24,79.3642105263158
2019-11-25,69.9872340425532
2019-11-26,73.40106382978728
2019-11-27,65.3329787234043
2019-11-28,72.50842105263163
2019-11-29,62.63404255319151
2019-11-30,63.77765957446811
2019-12-01,84.38947368421057
2019-12-02,57.8595744680851
2019-12-03,66.95851063829792
2019-12-04,62.65578947368422
2019-12-05,49.27473684210527
2019-12-06,46.81473684210527
2019-12-07,62.53723404255322
2019-12-08,68.23010752688175
2019-12-09,70.78279569892476
2019-12-10,79.20631578947369
2019-12-11,68.82659574468084
2019-12-12,49.16947368421055
2019-12-13,58.13368421052631
2019-12-14,62.445263157894736
2019-12-15,70.3105263157895
2019-12-16,74.23789473684215
2019-12-17,84.61368421052636
2019-12-18,69.63263157894743
2019-12-19,53.59368421052632
2019-12-20,60.578494623655935
2019-12-21,67.91368421052638
2019-12-22,72.1021052631579
2019-12-23,74.15368421052634
2019-12-24,71.72315789473687
2019-12-25,63.45473684210527
2019-12-26,70.07578947368424
2019-12-27,54.98421052631582
2019-12-28,62.10421052631582
2019-12-29,75.74947368421057
2019-12-30,80.40315789473688
2019-12-31,47.684210526315816
